"name","state","public","tier_name","sticker_price_2013","sat_avg_2013","par_median","k_median","mr_kq5_pq1","par_top1pc","scorecard_rej_rate_2013","mobility_above_average"
"Point Loma Nazarene University","CA","Private","6 Selective
private",31406,1115,113300,45900,0.014089341275394,0.039716862142086,0.334600001573563,0
"Point Park University","PA","Private","6 Selective
private",27190,990,79200,32800,0.0154005764052272,0.00821679830551147,0.260699987411499,0
"Pomona College","CA","Private","2 Other
elite",45832,1460,161600,62000,0.0195025689899921,0.123978078365326,0.86080002784729,1
"Portland State University","OR","Public","5 Selective
public",7794,1030,86900,37200,0.0201112050563097,0.0179713480174541,0.388300001621246,1
"Prairie View Agricultural & Mechanical University","TX","Public","5 Selective
public",9461,850,45500,34800,0.0345326066017151,5.34753962710965e-06,0.576799988746643,1
"Presbyterian College","SC","Private","6 Selective
private",34828,1090,118100,43900,0.0118355937302113,0.0430554300546646,0.340000003576279,0
"Princeton University","NJ","Private","1 Ivy+",41820,1500,218100,90700,0.0134579492732882,0.201059564948082,0.925899982452393,0
"Providence College","RI","Private","4 H. Sel.
Private",44323,NA,139300,66300,0.0093238577246666,0.0497750826179981,0.402099996805191,0
"Purdue University","IN","Public","5 Selective
public",10002,1205,103200,48800,0.0100329928100109,0.0217462461441755,0.395799994468689,0
"Queens University Of Charlotte","NC","Private","6 Selective
private",30569,1040,99700,38300,0.0263643879443407,0.0157694742083549,0.23139999806881,1
"Quincy University","IL","Private","6 Selective
private",26572,925,84000,39600,0.0100078778341413,0.0118997972458601,0.114100001752377,0
"Quinnipiac University","CT","Private","4 H. Sel.
Private",40670,1090,127000,60000,0.00900748278945684,0.0438107401132584,0.327800005674362,0
"Radford University","VA","Public","5 Selective
public",9360,975,101700,43500,0.00967418681830168,0.0109093328937888,0.216900005936623,0
"Ramapo College Of New Jersey","NJ","Public","3 H. Sel.
Public",13388,1090,106400,49600,0.0250847432762384,0.0143987983465195,0.447400003671646,1
"Randolph - Macon College","VA","Private","6 Selective
private",36340,1085,121700,51200,0.0064757913351059,0.0394243597984314,0.363000005483627,0
"Randolph College","VA","Private","6 Selective
private",34110,1075,107300,37400,0.00997330527752638,0.020720224827528,0.165700003504753,0
"Reed College","OR","Private","2 Other
elite",47760,1385,121900,36900,0.0114089315757155,0.0804548040032387,0.514699995517731,0
"Regis College","MA","Private","6 Selective
private",35750,NA,86900,45200,0.023588927462697,0.00274393218569458,0.275700002908707,1
"Regis University","CO","Private","6 Selective
private",33060,1070,121400,47600,0.0157868415117264,0.0850774273276329,0.301400005817413,0
"Reinhardt University","GA","Private","6 Selective
private",19196,992.5,101500,31100,0.0126244183629751,0.0252504460513592,0.486000001430511,0
"Rensselaer Polytechnic Institute","NY","Private","2 Other
elite",47908,1395,114200,84100,0.0304908156394958,0.0243812464177608,0.587999999523163,1
"Rhode Island College","RI","Public","5 Selective
public",7602,920,82700,41300,0.0149932419881225,0.00439744954928756,0.308499991893768,0
"Rhodes College","TN","Private","4 H. Sel.
Private",41572,1290,164400,52000,0.0125741362571716,0.154279202222824,0.423599988222122,0
"Rice University","TX","Private","2 Other
elite",40566,1470,149200,76700,0.016034260392189,0.0719443410634995,0.832599997520447,0
"Richard Stockton College Of New Jersey ","NJ","Public","5 Selective
public",12568,1090,92700,48600,0.0189671125262976,0.00404237722977996,0.378899991512299,0
"Rider University","NJ","Private","6 Selective
private",36830,1025,102100,51600,0.0218703523278236,0.0219127126038074,0.281300008296967,1
"Ripon College","WI","Private","6 Selective
private",33482,1140,92100,45600,0.0154750430956483,0.0153942052274942,0.248500004410744,0
"Roanoke College","VA","Private","6 Selective
private",38052,1095,111800,46300,0.0102483406662941,0.0463801808655262,0.271899998188019,0
"Robert Morris University","PA","Private","6 Selective
private",26054,1055,83600,48300,0.0252434853464365,0.0128440978005528,0.194900006055832,1
"Roberts Wesleyan College","NY","Private","6 Selective
private",28068,1055,72600,34600,0.00841542333364487,0.00159065832849592,0.273999989032745,0
"Rochester Institute Of Technology","NY","Private","6 Selective
private",35768,1215,95700,62400,0.0327102802693844,0.0169975459575653,0.398400008678436,1
"Rockford University","IL","Private","6 Selective
private",27530,985,83500,43400,0.0167596824467182,0.0145608903840184,0.590300023555756,0
"Rockhurst University","MO","Private","6 Selective
private",32865,1142.5,107300,48400,0.016252588480711,0.0229158811271191,0.245700001716614,0
"Rocky Mountain College","MT","Private","6 Selective
private",24530,990,72600,38800,0.0359642282128334,0.0161575805395842,0.331699997186661,1
"Roger Williams University","RI","Private","6 Selective
private",31750,NA,111600,50800,0.0106407701969147,0.0415122620761395,0.190200001001358,0
"Rollins College","FL","Private","4 H. Sel.
Private",43080,NA,120800,42800,0.0128004997968674,0.159930676221848,0.411100000143051,0
"Roosevelt University","IL","Private","6 Selective
private",26900,1050,73500,37000,0.0317645594477654,0.00902706943452358,0.212200000882149,1
"Rose - Hulman Institute Of Technology","IN","Private","2 Other
elite",41283,1295,109500,83600,0.0221806727349758,0.0147737395018339,0.437799990177155,1
"Rowan University","NJ","Public","5 Selective
public",12616,1100,102400,51200,0.0181803405284882,0.00411477126181126,0.407700002193451,0
"Rust College","MS","Private","6 Selective
private",9286,NA,33000,22500,0.0234709996730089,0.00050522101810202,0.861400008201599,1
"Rutgers, The State University Of New Jersey","NJ","Public","3 H. Sel.
Public",13718.27734375,1166.71801757812,101000,58400,0.037468783557415,0.0118347993120551,0.414505779743195,1
"SUNY At Fredonia","NY","Public","5 Selective
public",7741,1040,94300,44000,0.0115978801622987,0.00147188187111169,0.484600007534027,0
"SUNY College At Brockport","NY","Public","5 Selective
public",7562,1050,86800,43500,0.0162675362080336,0.00273598125204444,0.522599995136261,0
"SUNY College At Buffalo","NY","Public","5 Selective
public",7347,915,77700,38400,0.0184432119131088,0.0024047635961324,0.514699995517731,0
"SUNY College At Cortland","NY","Public","5 Selective
public",7719,NA,94500,50600,0.0172343067824841,0.00301541178487241,0.531700015068054,0
"SUNY College At Geneseo","NY","Public","3 H. Sel.
Public",7774,1220,107400,51500,0.0174667164683342,0.00703721586614847,0.54339998960495,0
"SUNY College At Old Westbury","NY","Public","5 Selective
public",7323,995,48400,39200,0.0504061430692673,0.00384014239534736,0.419600009918213,1
"SUNY College At Oneonta","NY","Public","5 Selective
public",7548,1085,92700,45900,0.0180110782384872,0.00344635453075171,0.492700010538101,0
"SUNY College At Oswego","NY","Public","5 Selective
public",7581,1105,85900,45200,0.017234405502677,0.00317745935171843,0.513700008392334,0
"SUNY College At Purchase","NY","Public","5 Selective
public",7933,1100,103100,36200,0.0183902159333229,0.0177926626056433,0.668099999427795,0
"SUNY College Of Agriculture & Technology At Cobleskill","NY","Public","5 Selective
public",7609,870,71700,34200,0.0136827286332846,0.00314639252610505,0.26910001039505,0
"SUNY College Of Technology At Alfred","NY","Public","5 Selective
public",7646,965,66700,38400,0.0205537360161543,0.00406685238704085,0.450599998235703,1
"SUNY Maritime College","NY","Public","5 Selective
public",7446,1105,103800,90500,0.0225043091922998,0.00235080649144948,0.36039999127388,1
"SUNY Upstate Medical University And SUNY College Of Environment Science And Forestry","NY","Public","5 Selective
public",7331.82275390625,1185,89900,49700,0.018566083163023,0.00407340098172426,0.494800001382828,0
"Sacred Heart University","CT","Private","6 Selective
private",35750,NA,114500,57300,0.0195370279252529,0.0235139019787312,0.23759999871254,1
"Sage Colleges","NY","Private","6 Selective
private",28200,NA,77900,35300,0.0203423220664263,0.01103884447366,0.433600008487701,1
"Saginaw Valley State University","MI","Public","5 Selective
public",8691,NA,86500,40000,0.0129160862416029,0.00253896252252162,0.213499993085861,0
"Saint Ambrose University","IA","Private","6 Selective
private",27540,NA,99200,48500,0.00776962609961629,0.016081478446722,0.0383000001311302,0
"Saint Anselm College","NH","Private","6 Selective
private",36336,NA,109700,59000,0.00969318300485611,0.0279604904353619,0.26350000500679,0
"Saint Augustine's University","NC","Private","6 Selective
private",17890,727.5,38800,26800,0.0178998839110136,0.0013763050083071,0.326200008392334,0
"Saint Francis College","NY","Private","6 Selective
private",22300,935,70500,53000,0.0661929398775101,0.00430944049730897,0.356700003147125,1
"Saint Francis University","PA","Private","6 Selective
private",31078,1025,80200,51300,0.0222338959574699,0.00715023139491677,0.239399999380112,1
"Saint John Fisher College","NY","Private","6 Selective
private",29550,1065,88200,46500,0.0190239287912846,0.0165615845471621,0.372299998998642,0
"Saint John's University of Collegeville, MN","MN","Private","6 Selective
private",38704,1090,114300,66600,0.0102586662396789,0.0530527047812939,0.248400002717972,0
"Saint John's University of Queens, NY","NY","Private","6 Selective
private",38892,1100,69200,58900,0.0679593607783318,0.00707542337477207,0.468400001525879,1
"Saint Joseph's College of Brooklyn, NY","NY","Private","6 Selective
private",22830,1025,96700,61200,0.0246916245669127,0.00616045948117971,0.246199995279312,1
"Saint Joseph's College of Rensselaer, IN","IN","Private","6 Selective
private",27485,1001.5,94000,43200,0.00646391976624727,0.0115154329687357,0.35809999704361,0
"Saint Joseph's College of Standish, ME","ME","Private","6 Selective
private",31920,965,77000,38000,0.00762298051267862,0.00166237412486225,0.222200006246567,0
"Saint Joseph's University","PA","Private","6 Selective
private",40580,NA,144500,62400,0.0112012224271894,0.0568945966660976,0.212699994444847,0
"Saint Leo University","FL","Private","6 Selective
private",20110,NA,57300,38000,0.0363434813916683,0.00380982016213238,0.233799993991852,1
"Saint Louis University","MO","Private","6 Selective
private",37966,1205,119700,57100,0.0133335599675775,0.0467080473899841,0.355699986219406,0
"Saint Martin's University","WA","Private","6 Selective
private",31688,1045,82100,49100,0.0301919840276241,0.0163757130503654,0.123999997973442,1
"Saint Mary's College","IN","Private","6 Selective
private",35970,1110,130600,43100,0.00621336000040174,0.0715144351124763,0.143199995160103,0
"Saint Mary's College Of California","CA","Private","6 Selective
private",41380,1100,110500,55200,0.0294264312833548,0.0593447126448154,0.305299997329712,1
"Saint Mary's University","TX","Private","6 Selective
private",26186,1035,76700,49700,0.0511403828859329,0.0160422045737505,0.417699992656708,1
"Saint Mary's University Of Minnesota","MN","Private","6 Selective
private",30315,1039.5,105900,45100,0.00768895680084825,0.0322041884064674,0.251500010490417,0
"Saint Michael's College","VT","Private","6 Selective
private",39375,NA,119100,49500,0.00827413331717253,0.0443484783172607,0.24889999628067,0
"Saint Norbert College","WI","Private","6 Selective
private",33023,NA,106700,47100,0.00533538358286023,0.0460140593349934,0.180600002408028,0
"Saint Olaf College","MN","Private","4 H. Sel.
Private",41700,1260,124700,48600,0.00770912831649184,0.058710690587759,0.408100008964539,0
"Saint Peter's University","NJ","Private","6 Selective
private",33232,900,59700,45500,0.0549746491014957,0.00377530185505748,0.459199994802475,1
"Saint Thomas University","FL","Private","6 Selective
private",27150,925,37500,35300,0.0455345846712589,0.0106304250657558,0.543299973011017,1
"Saint Vincent College & Seminary","PA","Private","6 Selective
private",31370,1035,90200,47600,0.0130354147404432,0.012691835872829,0.3125,0
"Saint Xavier University","IL","Private","6 Selective
private",30100,922,82800,44500,0.0279666408896446,0.00626147864386439,0.494599997997284,1
"Salem College","NC","Private","6 Selective
private",25356,1100,84200,32500,0.00848085805773735,0.0246112830936909,0.418000012636185,0
"Salem State University","MA","Public","5 Selective
public",8646,984,87100,42400,0.0193255804479122,0.00365593936294317,0.307099997997284,1
"Salve Regina University","RI","Private","6 Selective
private",35690,NA,117500,49700,0.016801780089736,0.0459633991122246,0.32940000295639,0
"Sam Houston State University","TX","Public","5 Selective
public",7294,1005,84000,43000,0.0205546971410513,0.00543958134949207,0.350100010633469,1
"Samford University","AL","Private","6 Selective
private",27324,1122.5,131000,40800,0.00716792978346348,0.0696416050195694,0.23029999434948,0
"San Diego State University","CA","Public","5 Selective
public",6866,1110,100500,51000,0.0366183556616306,0.0186473466455936,0.680061161518097,1
"San Francisco State University","CA","Public","5 Selective
public",6468,990,87200,45800,0.0349551178514957,0.0128679424524307,0.362100005149841,1
"San Jose State University","CA","Public","5 Selective
public",7323,1040,91700,56500,0.0542791336774826,0.00961553212255239,0.365299999713898,1
"Santa Clara University","CA","Private","4 H. Sel.
Private",43812,1300,149900,72500,0.0224680211395025,0.108444809913635,0.487800002098083,1
"Sarah Lawrence College","NY","Private","4 H. Sel.
Private",50780,NA,146500,34300,0.0121692130342126,0.126320868730545,0.383399993181229,0
"Savannah State University","GA","Public","5 Selective
public",5550,845,45400,29400,0.0403628014028072,0.00108828826341778,0.170100003480911,1
"Schreiner University","TX","Private","6 Selective
private",24360,990,82300,39600,0.00829691812396049,0.0295051243156195,0.0737999975681305,0
"Scripps College","CA","Private","2 Other
elite",47378,1360,126300,46400,0.0251858364790678,0.0824301466345787,0.64300000667572,1
"Seattle Pacific University","WA","Private","6 Selective
private",35472,1137.5,104200,39100,0.013475232757628,0.0317682214081287,0.278600007295609,0
"Seattle University","WA","Private","6 Selective
private",38205,1170,105700,55400,0.0190096311271191,0.0326108261942863,0.267699986696243,0
"Seton Hall University","NJ","Private","6 Selective
private",36926,1130,100900,56900,0.0318396501243114,0.0246623978018761,0.208399996161461,1
"Seton Hill University","PA","Private","6 Selective
private",31280,NA,62900,33800,0.0130396569147706,0.00899544265121222,0.34799998998642,0
"Shaw University","NC","Private","6 Selective
private",16480,NA,37800,24200,0.0286758001893759,0.00207768031395972,0.455099999904633,1
"Shenandoah University","VA","Private","6 Selective
private",30188,995,1e+05,41200,0.0109936324879527,0.0143933659419417,0.154400005936623,0
"Shepherd University","WV","Public","5 Selective
public",6570,990,83400,37900,0.0110381366685033,0.00389435770921409,0.18979999423027,0
"Shippensburg University Of Pennsylvania","PA","Public","5 Selective
public",9774,985,93000,47500,0.0137922568246722,0.00517936469987035,0.165900006890297,0
"Shorter University","GA","Private","6 Selective
private",16043.7958984375,952.5,84000,37400,0.0142592303454876,0.00474278070032597,0.3192999958992,0
"Siena College","NY","Private","6 Selective
private",32293,1120,116800,61100,0.0133042903617024,0.0259981583803892,0.319499999284744,0
"Siena Heights University","MI","Private","6 Selective
private",22740,891.5,87000,37100,0.0081289317458868,0.00812883395701647,0.323500007390976,0
"Simmons College","MA","Private","6 Selective
private",36230,1165,89800,50900,0.0232068579643965,0.0279733892530203,0.510299980640411,1
"Simpson College","IA","Private","6 Selective
private",32550,NA,80800,48800,0.012289778329432,0.00525007909163833,0.119800001382828,0
"Simpson University","CA","Private","6 Selective
private",24300,1030,72700,27800,0.0166956558823586,0.0112364217638969,0.444999992847443,0
"Skidmore College","NY","Private","4 H. Sel.
Private",47314,1240,175400,47500,0.0197584927082062,0.14186954498291,0.649500012397766,1
"Slippery Rock University","PA","Public","5 Selective
public",9309,995,79200,40600,0.0109880957752466,0.00401293439790606,0.330199986696243,0
"Smith College","MA","Private","4 H. Sel.
Private",44724,NA,114900,46600,0.0188428666442633,0.0546054802834988,0.569199979305267,0
"Sonoma State University","CA","Public","5 Selective
public",7276,990,113700,46400,0.017271276563406,0.0211334340274334,0.181400001049042,0
"South Carolina State University","SC","Public","5 Selective
public",10088,815,42000,33500,0.0279238745570183,0.000187372483196668,0.49210000038147,1
"Southeast Missouri State University","MO","Public","5 Selective
public",7058,1052,85200,38500,0.00955551210790873,0.00344732403755188,0.145400002598763,0
"Southeastern Louisiana University","LA","Public","5 Selective
public",6547,NA,72700,34000,0.0184956733137369,0.00507295178249478,0.551999986171722,0
"Southeastern Oklahoma State University","OK","Public","5 Selective
public",5688,NA,58700,34100,0.0323824100196362,0.00286254333332181,0.200800001621246,1
"Southeastern University","FL","Private","6 Selective
private",22202,960,67000,33400,0.0162318460643291,0.00480975862592459,0.406800001859665,0
"Southern Adventist University","TN","Private","6 Selective
private",20240,NA,80500,42700,0.0243835486471653,0.0194012764841318,0.617399990558624,1
"Southern Arkansas University","AR","Public","5 Selective
public",7656,965,60500,35300,0.0293717533349991,0.00120088353287429,0.39190000295639,1
"Southern Connecticut State University","CT","Public","5 Selective
public",9157,930,91300,43400,0.0145683577284217,0.00486733438447118,0.245800003409386,0
"Southern Illinois University At Carbondale","IL","Public","5 Selective
public",11917,1117.5,87300,42000,0.0131186498329043,0.00633346009999514,0.211300000548363,0
"Southern Illinois University Edwardsville","IL","Public","5 Selective
public",9084,1045,87400,41400,0.0129566183313727,0.00434701656922698,0.158099994063377,0
"Southern Methodist University","TX","Private","4 H. Sel.
Private",45940,1310,176400,55400,0.0176785048097372,0.207620084285736,0.493000000715256,0
"Southern New Hampshire University","NH","Private","6 Selective
private",29604,NA,85800,42700,0.0144058903679252,0.0124135632067919,0.21340000629425,0
"Southern Oregon University","OR","Public","5 Selective
public",7719,1020,84400,34400,0.0161088146269321,0.0113879973068833,0.269600003957748,0
"Southern Polytechnic State University","GA","Public","5 Selective
public",5840,1140,92400,54800,0.0228384360671043,0.00657234620302916,0.220200002193451,1
"Southern University And Agricultural & Mechanical Colg At Baton R","LA","Public","5 Selective
public",6630,NA,38600,34200,0.0433843992650509,0.000803376780822873,0.640999972820282,1
"Southern University At New Orleans","LA","Public","5 Selective
public",4752,835,32100,27300,0.0358151271939278,0.000689711305312812,0.51120001077652,1
"Southern Utah University","UT","Public","5 Selective
public",6138,1025,81700,28700,0.00965986866503954,0.00664826948195696,0.429100006818771,0
"Southern Wesleyan University","SC","Private","6 Selective
private",22950,NA,70600,33700,0.00789617095142603,0.00572093483060598,0.063000001013279,0
"Southwest Baptist University","MO","Private","6 Selective
private",20840,1065,72000,31500,0.0106023261323571,0.00161332869902253,0.097800001502037,0
"Southwestern Adventist University","TX","Private","6 Selective
private",19460,915,66100,37100,0.0228824354708195,0.00121765758376569,0.460799992084503,1
"Southwestern College","KS","Private","6 Selective
private",24835,905,71300,42600,0.0270119905471802,0.000684858881868422,0.103200003504753,1
"Southwestern Oklahoma State University","OK","Public","5 Selective
public",5820,NA,61700,37300,0.028698593378067,0.00271918973885477,0.09740000218153,1
"Southwestern University","TX","Private","4 H. Sel.
Private",36120,1155,130600,50000,0.0076792286708951,0.068877212703228,0.478300005197525,0
"Spelman College","GA","Private","6 Selective
private",25496,1000,84500,49800,0.0328882820904255,0.0134997991845012,0.619799971580505,1
"Spring Arbor University","MI","Private","6 Selective
private",24350,1092.5,81800,35500,0.00918170530349016,0.00775519898161292,0.349500000476837,0
"Spring Hill College","AL","Private","6 Selective
private",32468,1072.5,107000,45100,0.0259631890803576,0.0564792118966579,0.537299990653992,1
"Springfield College","MA","Private","6 Selective
private",33455,1040,105300,55500,0.00614573387429118,0.0124712781980634,0.300799995660782,0
"St. Bonaventure University","NY","Private","6 Selective
private",30475,1050,103300,52000,0.00666860863566399,0.0124202566221356,0.200100004673004,0
"St. Catherine University","MN","Private","6 Selective
private",28615,1094,84800,41500,0.0204941146075726,0.019832719117403,0.391099989414215,1
"St. Edward's University","TX","Private","6 Selective
private",36550,1110,101100,42600,0.0265696905553341,0.0642266869544983,0.214699998497963,1
"St. John's College","MD","Private","4 H. Sel.
Private",47726,1325,110900,34500,0.016536757349968,0.0665913820266724,0.190099999308586,0
"St. Lawrence University","NY","Private","4 H. Sel.
Private",47696,NA,108400,49400,0.0206026248633862,0.0521588586270809,0.535700023174286,1
"Stanford University","CA","Private","1 Ivy+",44757,1475,172600,84800,0.0224576350301504,0.144794538617134,0.943099975585938,1
"State University Of New York At Albany","NY","Public","5 Selective
public",8302,1095,98000,56300,0.0361835770308971,0.00812961347401142,0.445499986410141,1
"State University Of New York At Buffalo","NY","Public","5 Selective
public",8871,1150,95300,52700,0.0347046665847301,0.00599592179059982,0.434799998998642,1
"State University Of New York At Farmingdale","NY","Public","5 Selective
public",7483,980,85600,44200,0.0253179781138897,0.00714550772681832,0.473600000143051,1
"State University Of New York At New Paltz","NY","Public","5 Selective
public",7418,1115,91900,46300,0.0368902236223221,0.00318161956965923,0.564100027084351,1
"State University Of New York At Stony Brook","NY","Public","3 H. Sel.
Public",8430,1250,73600,60100,0.0841274783015251,0.00442011654376984,0.605199992656708,1
"State University Of New York College At Plattsburgh","NY","Public","5 Selective
public",7497,1025,91400,44600,0.0204083602875471,0.00334096420556307,0.543600022792816,1
"State University Of New York College At Potsdam","NY","Public","5 Selective
public",7553,NA,83800,39400,0.0120282014831901,0.00456716259941459,0.316300004720688,0
"State University Of New York Institute Of Technology At Utica","NY","Public","5 Selective
public",7440,1090,78000,51300,0.0247500352561474,0.000563287117984146,0.524600028991699,1
"Stephen F Austin State University","TX","Public","5 Selective
public",7200,990,89300,41900,0.0196081288158894,0.0091334069147706,0.431300014257431,1
"Stephens College","MO","Private","6 Selective
private",28510,1009.5,94500,32900,0.00717289885506034,0.0276751108467579,0.324400007724762,0
"Sterling College","KS","Private","6 Selective
private",21950,930,71600,35000,0.00841099303215742,0.00386247457936406,0.559499979019165,0
"Stetson University","FL","Private","6 Selective
private",40040,NA,98300,44500,0.0264627113938332,0.0395685620605946,0.407499998807907,1
"Stevens Institute Of Technology","NJ","Private","4 H. Sel.
Private",45366,1340,96000,92100,0.0429023243486881,0.0125142950564623,0.618399977684021,1
"Stevenson University","MD","Private","6 Selective
private",28980,995,99000,55200,0.0162668600678444,0.00802742224186659,0.404100000858307,0
"Stillman College","AL","Private","6 Selective
private",15865,871.5,37200,29600,0.0140698300674558,0.000908442714717239,0.569999992847443,0
"Stonehill College","MA","Private","6 Selective
private",37426,NA,123800,64500,0.00629526702687144,0.0313880890607834,0.290899991989136,0
"Suffolk University","MA","Private","6 Selective
private",32660,1040,88100,47600,0.0268286596983671,0.0229794476181269,0.174999997019768,1
"Sul Ross State University","TX","Public","5 Selective
public",5676,NA,45000,37100,0.052495364099741,0.00128683529328555,0.477999985218048,1
"Susquehanna University","PA","Private","6 Selective
private",40350,NA,113300,52900,0.00730887101963162,0.0376541949808598,0.276699990034103,0
"Swarthmore College","PA","Private","2 Other
elite",46060,1450,135900,56700,0.0228611472994089,0.0897665470838547,0.856800019741058,1
"Sweet Briar College","VA","Private","6 Selective
private",34935,1027.5,109900,39000,0.00807195529341698,0.0326242595911026,0.156900003552437,0
"Syracuse University","NY","Private","4 H. Sel.
Private",41886,1175,119700,61100,0.0293697342276573,0.072329193353653,0.505100011825562,1
"Tabor College","KS","Private","6 Selective
private",23900,985,74000,32800,0.0215767938643694,0.00874808058142662,0.264999985694885,1
"Tarleton State University","TX","Public","5 Selective
public",6516,955,75900,41000,0.0206770077347755,0.00653741881251335,0.431800007820129,1
"Taylor University","IN","Private","6 Selective
private",29538,1125,102100,34200,0.0103902583941817,0.044470202177763,0.123999997973442,0
"Temple University","PA","Public","5 Selective
public",15096,1120,82700,46700,0.033044096082449,0.00775906909257174,0.361299991607666,1
"Tennessee Technological University","TN","Public","5 Selective
public",7679,1100,78400,39700,0.0230167042464018,0.00797245837748051,0.068400003015995,1
"Tennessee Wesleyan College","TN","Private","6 Selective
private",22300,920,71800,36300,0.00986344274133444,0.00146678334567696,0.287000000476837,0
"Texas A&M University","TX","Public","3 H. Sel.
Public",9685,1195,119400,59400,0.0143482014536858,0.0292829573154449,0.305299997329712,0
"Texas A&M University - Commerce","TX","Public","5 Selective
public",5892,890,72800,38000,0.0193326435983181,0.00447318982332945,0.318199992179871,1
"Texas A&M University - Corpus Christi","TX","Public","5 Selective
public",7531,970,81700,43400,0.0229676254093647,0.00674294494092464,0.0741999968886375,1
"Texas A&M University - Kingsville","TX","Public","5 Selective
public",7554,935,47700,39800,0.0529350303113461,0.00298224738799036,0.119000002741814,1
"Texas Christian University","TX","Private","4 H. Sel.
Private",38600,1180,142700,52200,0.0101205576211214,0.0852607861161232,0.526099979877472,0
"Texas Lutheran University","TX","Private","6 Selective
private",26800,1025,92800,47600,0.024114690721035,0.0112897707149386,0.491299986839294,1
"Texas Southern University","TX","Public","5 Selective
public",7660,815,36300,27700,0.0340881645679474,3.012975139427e-05,0.549700021743774,1
"Texas State University","TX","Public","5 Selective
public",8950,1025,100900,44000,0.0149216689169407,0.0124780787155032,0.249200001358986,0
"Texas Tech University","TX","Public","5 Selective
public",7811,1100,110300,48800,0.015510180965066,0.0242151580750942,0.337000012397766,0
"Texas Wesleyan University","TX","Private","6 Selective
private",23144,980,62800,42000,0.0130737191066146,0.00874392502009869,0.700800001621246,0
"Texas Woman's University","TX","Public","5 Selective
public",7836,955,82600,40200,0.0253408793359995,0.00617123022675514,0.139699995517731,1
"Thiel College","PA","Private","6 Selective
private",27828,960,69500,36300,0.0198634658008814,0.00439631100744009,0.344999998807907,1
"Thomas College","ME","Private","6 Selective
private",23460,NA,60700,38000,0.0298834796994925,0.000529760553035885,0.275599986314774,1
"Thomas More College","KY","Private","6 Selective
private",28618,940,89700,45600,0.0110973566770554,0.0114801740273833,0.122500002384186,0
"Tiffin University","OH","Private","6 Selective
private",21535,NA,75400,38400,0.00546395871788263,0.00554890185594559,0.614400029182434,0
"Transylvania University","KY","Private","6 Selective
private",33360,1170,98300,45200,0.0154764289036393,0.0468914359807968,0.0384999997913837,0
"Trevecca Nazarene University","TN","Private","6 Selective
private",23126,1050,79400,34000,0.00420329021289945,0.00332279200665653,0.228000000119209,0
"Trine University","IN","Private","6 Selective
private",25902.0078125,1052.5,83700,50800,0.0199296269565821,0.0039877612143755,0.362484514713287,1
"Trinity Christian College","IL","Private","6 Selective
private",25515,1045,92700,37800,0.0110402451828122,0.0276139434427023,0.097800001502037,0
"Trinity College of Hartford, CT","CT","Private","4 H. Sel.
Private",49056,NA,198000,67300,0.0198861248791218,0.192179128527641,0.682200014591217,1
"Trinity International University","IL","Private","6 Selective
private",23810.94921875,1030,86400,33700,0.00605719443410635,0.00774462800472975,0.0627999976277351,0
"Trinity University","TX","Private","4 H. Sel.
Private",36214,1265,153200,58100,0.0117316478863358,0.0896251127123833,0.360700011253357,0
"Troy University And Troy State Universities, Montgomery And Dothan","AL","Public","5 Selective
public",7564,NA,64400,35800,0.0236059408634901,0.00181390298530459,0.317900002002716,1
"Truman State University","MO","Public","5 Selective
public",7374,1239,104700,46400,0.00750059401616454,0.00523662939667702,0.27810001373291,0
"Tufts University","MA","Private","2 Other
elite",48643,1440,187900,73100,0.0212660450488329,0.144270181655884,0.811600029468536,1
"Tusculum College","TN","Private","6 Selective
private",22670,934,67600,37100,0.00666196690872312,0.0064569148235023,0.277500003576279,0
"Tuskegee University","AL","Private","6 Selective
private",19570,920,54400,38900,0.0523210428655148,0.00164633232634515,0.648899972438812,1
"Union College of Barbourville, KY","KY","Private","6 Selective
private",22980,NA,56400,36900,0.0427756309509277,0.00159203249495476,0.258399993181229,1
"Union College of Schenectady, NY","NY","Private","4 H. Sel.
Private",48384,NA,134700,66600,0.0193345174193382,0.10896435379982,0.62720000743866,1
"Union University","TN","Private","6 Selective
private",28200,1195,89300,38900,0.0198484566062689,0.0187587141990662,0.258799999952316,1
"University Of Akron ","OH","Public","5 Selective
public",9887.9111328125,1050,74300,35700,0.0120589789003134,0.00501025095582008,0.0351000018417835,0
"University Of Alabama","AL","Public","5 Selective
public",9826,1120,106100,44300,0.0161605086177588,0.0328174717724323,0.434500008821487,0
"University Of Alabama At Birmingham","AL","Public","5 Selective
public",7510,1135,74600,38100,0.0189336836338043,0.00746152456849813,0.132699996232986,0
"University Of Alabama In Huntsville","AL","Public","5 Selective
public",9158,1185,91300,45800,0.0235431548207998,0.00768368225544691,0.193800002336502,1
"University Of Arkansas","AR","Public","5 Selective
public",8210,1120,93400,45800,0.0234646555036306,0.0229931008070707,0.414200007915497,1
"University Of Arkansas At Little Rock","AR","Public","5 Selective
public",7432,980,62900,30900,0.0205543655902147,0.0024463355075568,0.472600013017654,1
"University Of Arkansas At Pine Bluff","AR","Public","5 Selective
public",5956,836.5,35400,28200,0.0283064506947994,0.00110134680289775,0.72299998998642,1
"University Of Bridgeport","CT","Private","6 Selective
private",29920,900,56600,31900,0.0289207194000483,0.00566978240385652,0.36149999499321,1
